pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,error_anchor,injected_secret
pipe_4418,run_14824,2025-10-23T17:31:16.927259,GitLab CI,repo_462,develop,84ca5f5a9c09073b3cd00624f2963c4ae07d6014,user_482,NodeJS,windows-latest,On-Prem,564,13,209,deploy,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run npm ci && npm run build
Waiting for lock on C:\Users\azurepipelines\AppData\Local\Temp\build/.gradle/caches ... timed out after 550s",CRITICAL,83.94,1689,4,False,True,False,.gradle/caches,
pipe_9491,run_14825,2025-10-15T06:53:16.927259,GitLab CI,repo_235,release,c63c7d9d2322452766238bfb124dc8606d00575d,user_516,Go,ubuntu-latest,AWS,945,1396,802,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run go build ./...
./search/main.go:105:6: undefined: ComputeTotal
./search/main.go:93:2: imported and not used: ""fmt""
exit status 2",MEDIUM,56.67,9358,0,False,False,False,main.go:105:6: undefined: ComputeTotal,
pipe_6406,run_14826,2025-11-13T10:23:16.927259,Azure DevOps,repo_25,main,4450fbec758f78e6b0aaf4b1e388e9b0745b66dd,user_131,Java,macos-latest,On-Prem,2204,1865,751,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run mvn -B compile
[ERROR] src/main/java/auth/Charge.java:[175,32] incompatible types: String cannot be converted to int
[ERROR] BUILD FAILURE",HIGH,68.38,11883,0,False,False,False,"Charge.java:[175,32]",
pipe_7386,run_14827,2025-12-23T10:52:16.927259,CircleCI,repo_68,develop,f1b78e898dfe690e00339c1a143da55649057890,user_827,Java,ubuntu-latest,GCP,2181,306,1555,deploy,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run mvn -B package -DskipTests
ERROR: The operation was canceled.
##[error]The job running on runner ubuntu-latest exceeded the maximum execution time of 120 minutes.",CRITICAL,11.93,3230,2,False,False,True,exceeded the maximum execution time,
pipe_8881,run_14828,2025-12-24T14:19:16.927259,Azure DevOps,repo_231,feature-x,a8947d0af4187549ab408c0b0ca122efa805ea7e,user_532,Go,macos-latest,On-Prem,3507,913,1212,test,Resource Exhaustion,ERR_RES_CPU,"##[group]Run go test ./... -race
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 8192MB (OOMKilled)",HIGH,98.17,31086,2,False,False,False,Error 137,
pipe_8093,run_14829,2025-10-02T02:04:16.927259,CircleCI,repo_189,feature-x,06784e03f951a549a7ab7660064fd4b5b4ec5a8e,user_892,C++,ubuntu-latest,Azure,1490,524,114,test,Timeout,ERR_TIMEOUT_STEP,"##[group]Run ctest --output-on-failure
curl: (28) Operation timed out after 30000 milliseconds with 0 bytes received
fatal: unable to access 'https://conan.io/spdlog': timed out",HIGH,41.37,459,2,False,False,True,Operation timed out,
pipe_3096,run_14830,2025-12-02T22:55:16.927259,GitLab CI,repo_367,release,c4fe554cc5c0bec79d0a84205290bfe712738f08,user_549,Python,ubuntu-latest,Azure,3492,2095,1214,build,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run pip install -r requirements.txt
ERROR: Could not find a version that satisfies the requirement numpy==4.13.7 (from -r requirements.txt (line 35))
ERROR: No matching distribution found for numpy==4.13.7",CRITICAL,54.32,5952,3,False,False,True,numpy==4.13.7,
pipe_4835,run_14831,2025-10-08T02:17:16.927259,Jenkins,repo_389,release,cdcf69a21ccea2b1594025b9d9ddf5aaacdfb082,user_817,NodeJS,macos-latest,Azure,2602,291,309,test,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run npm test
npm ERR! code E404
npm ERR! 404 Not Found - GET https://registry.npmjs.org/webpack - Not found
npm ERR! 404 'webpack@6.2.9' is not in this registry.",CRITICAL,93.85,3636,4,False,False,False,registry.npmjs.org/webpack,
pipe_1434,run_14832,2025-08-16T03:45:16.927259,GitHub Actions,repo_403,feature-x,bd3bddbf427e5464c5d26ce82f3daf790f62da0b,user_570,Java,macos-latest,AWS,557,218,466,deploy,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run mvn -B package -DskipTests
/bin/bash: line 66: ./scripts/search.sh: command not found
Exited with code exit status 127",CRITICAL,14.41,30408,4,False,True,True,./scripts/search.sh: command not found,
pipe_1775,run_14833,2025-09-15T16:56:16.927259,Jenkins,repo_260,main,dc11841aa2ae851944fbaf74a3e6bb37c236e3bc,user_389,C++,windows-latest,GCP,3588,1117,1595,test,Permission Error,ERR_PERM_DENIED,"##[group]Run ctest --output-on-failure
remote: Permission to org/search.git denied to gh-actions.
fatal: unable to access 'https://github.com/org/search.git/': The requested URL returned error: 403",HIGH,16.65,26789,1,False,False,False,The requested URL returned error: 403,
pipe_7151,run_14834,2025-09-03T16:00:16.927259,GitLab CI,repo_55,develop,0db708ed5c21ab8200d80405245512c1f4ee9756,user_345,C++,ubuntu-latest,AWS,3277,1382,1048,deploy,Timeout,ERR_TIMEOUT_STEP,"##[group]Run cmake --build build -j4
context deadline exceeded (Client.Timeout exceeded while awaiting headers)
GET https://cache-redis.prod.internal/v2/status: dial tcp: i/o timeout",LOW,32.4,10628,2,False,True,False,context deadline exceeded,
pipe_7726,run_14835,2026-01-29T03:35:16.927259,GitHub Actions,repo_482,release,6bc8a21b94b7280678b5027a17db4a9d413fb97c,user_993,C++,windows-latest,Azure,1439,1744,888,test,Resource Exhaustion,ERR_RES_DISK,"##[group]Run ctest --output-on-failure
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 2048MB (OOMKilled)",CRITICAL,93.52,31840,1,False,False,True,Error 137,
pipe_2566,run_14836,2025-12-05T13:59:16.927259,Azure DevOps,repo_312,main,2b742a9c45ed29e9650e8b59feb755fbf6532926,user_304,Go,ubuntu-latest,Azure,672,1891,585,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run go build ./...
gitleaks: leak found in commit 2b742a9c45ed
Rule: generic-api-key   File: config/cart.env
Match: GITHUB_TOKEN=ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi
Pipeline blocked: rotate the credential.",LOW,83.3,18434,1,False,False,False,Rule: generic-api-key,ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi
pipe_4535,run_14837,2025-10-30T02:54:16.927259,CircleCI,repo_228,feature-x,8aea9d88a72c7eab689251890a6d13a3fdc64b2b,user_429,Go,ubuntu-latest,Azure,903,695,1008,build,Resource Exhaustion,ERR_RES_CPU,"##[group]Run go build ./...
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 4096MB (OOMKilled)",LOW,93.36,31003,3,False,False,False,Error 137,
pipe_5311,run_14838,2025-10-16T03:49:16.927259,Jenkins,repo_344,feature-x,57aa881b82fc175260b3439bc54368aa8ab28659,user_420,Java,macos-latest,Azure,3597,1972,1108,test,Resource Exhaustion,ERR_RES_OOM,"##[group]Run mvn -B test
java.lang.OutOfMemoryError: Java heap space
	at auth.Aggregator.collect(Aggregator.java:97)
Terminating due to java.lang.OutOfMemoryError",LOW,95.01,31308,3,False,False,False,java.lang.OutOfMemoryError,
pipe_9114,run_14839,2025-09-03T08:41:16.927259,GitHub Actions,repo_336,feature-x,ef3c2fc7bec76114ae4e44fcd29102c5b2a90b6d,user_144,Rust,macos-latest,Azure,2805,1640,626,deploy,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run cargo build --release
curl: (28) Operation timed out after 5000 milliseconds with 0 bytes received
fatal: unable to access 'https://crates.io/clap': timed out",HIGH,20.13,4017,4,False,True,False,Operation timed out,
pipe_3150,run_14840,2026-01-27T03:58:16.927259,GitLab CI,repo_494,release,e0a4c525e1b6102cfd27f2aa41f13a917a09cb63,user_479,Java,ubuntu-latest,Azure,2383,2023,108,test,Resource Exhaustion,ERR_RES_DISK,"##[group]Run mvn -B test
java.lang.OutOfMemoryError: Java heap space
	at billing.Aggregator.collect(Aggregator.java:168)
Terminating due to java.lang.OutOfMemoryError",CRITICAL,95.4,31675,4,False,False,True,java.lang.OutOfMemoryError,
pipe_7849,run_14841,2025-10-13T18:34:16.927259,CircleCI,repo_110,release,000956f53c0096de78e46c2e6a3d9670c729c6e0,user_807,C++,windows-latest,AWS,409,2096,1367,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run cmake --build build -j4
src/auth.cpp:156:19: error: no matching function for call to 'compute(std::string)'
compilation terminated.
make: *** [Makefile:42: build] Error 1",HIGH,61.11,20703,5,False,False,False,auth.cpp:156:19,
pipe_1211,run_14842,2026-01-29T00:01:16.927259,GitHub Actions,repo_45,feature-x,deed838d054b6627337808c14ecbfdd4d3f392e0,user_774,Rust,ubuntu-latest,Azure,221,320,461,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run cargo build --release
error[E0308]: mismatched types
  --> src/billing.rs:232:23
   |     expected `u64`, found `String`
error: could not compile `billing` due to 1 previous error",LOW,93.17,18792,1,False,False,False,src/billing.rs:232:23,
pipe_8941,run_14843,2025-12-29T08:00:16.927259,GitHub Actions,repo_200,develop,1888b4885d8b665465db39c6b0381a4424d1146a,user_95,Java,macos-latest,On-Prem,2900,1688,1165,test,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run mvn -B test
ERROR: The operation was canceled.
##[error]The job running on runner macos-latest exceeded the maximum execution time of 60 minutes.",HIGH,50.08,11368,4,False,False,True,exceeded the maximum execution time,
pipe_2260,run_14844,2025-11-02T21:14:16.927259,CircleCI,repo_280,feature-x,7b501a28587817dab97bca247e21d387f89fac27,user_818,Java,macos-latest,AWS,2009,1093,1768,test,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run mvn -B test
license-checker: policy violation
guava@5.5.6 is licensed GPL-3.0, which is not in the allowed list
Blocking merge to feature-x",MEDIUM,33.83,1432,3,False,False,False,guava@5.5.6 is licensed GPL-3.0,
pipe_3449,run_14845,2025-11-07T16:25:16.927259,Azure DevOps,repo_441,develop,11c90f2c3f8f56b8b079b4075acfa3ec3fd606ef,user_479,Rust,ubuntu-latest,On-Prem,3273,2281,634,build,Dependency Error,ERR_DEP_CONFLICT,"##[group]Run cargo build --release
error: failed to select a version for the requirement `clap = ""^5.17.4""`
candidate versions found which didn't match: 5.17.4-alpha.1",LOW,43.63,17927,4,False,False,False,"clap = ""^5.17.4""",
pipe_4234,run_14846,2025-11-29T00:30:16.927259,CircleCI,repo_44,release,53f568d1117ad7b0c64ff524a6a100174d2ec689,user_176,Java,ubuntu-latest,AWS,1523,535,959,test,Dependency Error,ERR_DEP_CONFLICT,"##[group]Run mvn -B test
[ERROR] Failed to execute goal on project payments: Could not resolve dependencies
[ERROR] Could not find artifact log4j-core:jar:2.20.2 in central (https://repo.maven.apache.org/maven2)",CRITICAL,52.58,9252,5,False,False,True,log4j-core:jar:2.20.2,
pipe_7308,run_14847,2026-01-11T19:22:16.927259,Azure DevOps,repo_314,feature-x,cd98a678918a8981524db3fccd62b4822b8ac82b,user_968,NodeJS,ubuntu-latest,On-Prem,2011,1564,223,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run npm test
  1) cart suite
       test_api_response:

      AssertionError: expected 4200 to equal 3990
      60 passing, 1 failing",LOW,28.16,12452,2,False,False,False,expected 4200 to equal 3990,
pipe_6154,run_14848,2025-08-31T07:55:16.927259,Jenkins,repo_462,release,884697d316cadb97675952c16b09400a3efeabf0,user_691,NodeJS,windows-latest,On-Prem,1342,1246,1544,build,Network Error,ERR_NET_REFUSED,"##[group]Run npm ci && npm run build
Error: connect ECONNREFUSED 127.0.0.1:5432
Hint: verify the target host. GITHUB_TOKEN=ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi",HIGH,59.48,15469,5,False,False,True,ECONNREFUSED 127.0.0.1:5432,ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi
pipe_8567,run_14849,2025-11-10T23:36:16.927259,CircleCI,repo_347,feature-x,d304d6852cc65bdd654a074cae3470b2281a9408,user_523,NodeJS,windows-latest,GCP,3035,1963,1178,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run npm ci && npm run build
Error: UPGRADE FAILED: cannot patch ""search-indexer"" with kind Deployment: Operation cannot be fulfilled on deployments.apps ""search-indexer""",HIGH,40.58,3037,0,False,True,False,"UPGRADE FAILED: cannot patch ""search-indexer""",
pipe_4917,run_14850,2025-12-30T11:58:16.927259,Azure DevOps,repo_257,release,2b367570ea6a91884824402c84a2297ef1d4c8fb,user_557,NodeJS,ubuntu-latest,AWS,688,1864,1771,build,Permission Error,ERR_PERM_READONLY,"##[group]Run npm ci && npm run build
Error: EPERM: operation not permitted, mkdir '/home/jenkins/work/payments/dist'
The runner user lacks write access to that directory.",HIGH,68.2,1436,1,False,False,False,EPERM: operation not permitted,
pipe_9294,run_14851,2025-12-10T06:44:16.927259,Azure DevOps,repo_297,develop,1bcb19abec46e88efc41ff52a70026718e899d55,user_816,Go,windows-latest,On-Prem,2172,1453,819,deploy,Network Error,ERR_NET_DNS,"##[group]Run go build ./...
requests.exceptions.SSLError: HTTPSConnectionPool(host='cache-redis.prod.internal', port=443): certificate verify failed: unable to get local issuer certificate",MEDIUM,27.12,31842,4,False,False,False,host='cache-redis.prod.internal',
pipe_9102,run_14852,2025-11-15T00:51:16.927259,CircleCI,repo_245,main,9226736761bf633d8ed1c3766f4f16862a8d9754,user_277,Python,ubuntu-latest,AWS,556,1897,1039,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run pip install -r requirements.txt
error: deployment ""search-indexer"" exceeded its progress deadline
Waiting for rollout to finish: 3 of 7 updated replicas are available...",LOW,15.14,30459,0,False,True,False,"deployment ""search-indexer"" exceeded its progress deadline",
pipe_4659,run_14853,2025-11-16T14:10:16.927259,Azure DevOps,repo_39,release,9de0d6da8359ca3247138414b46eeff773d8de38,user_766,Rust,ubuntu-latest,Azure,2852,570,362,test,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run cargo test --all
[ERROR] Could not transfer artifact reqwest:5.7.5 from https://api-gateway.prod.internal/repo
[ERROR] Authentication failed for CARGO_REGISTRY_TOKEN=cio1Ab2Cd3Ef4Gh5Ij6Kl7Mn8Op",MEDIUM,19.61,10256,0,False,False,False,api-gateway.prod.internal/repo,cio1Ab2Cd3Ef4Gh5Ij6Kl7Mn8Op
pipe_2965,run_14854,2026-01-13T12:15:16.927259,Azure DevOps,repo_370,feature-x,0ddc4fdc4a41094a3b35bdd90e0f170ba8c5b340,user_445,Rust,ubuntu-latest,Azure,1252,91,250,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run cargo build --release
error[E0308]: mismatched types
  --> src/auth.rs:21:23
   |     expected `u64`, found `String`
error: could not compile `auth` due to 1 previous error",MEDIUM,85.56,26797,0,False,False,False,src/auth.rs:21:23,
pipe_5312,run_14855,2025-09-25T11:49:16.927259,GitLab CI,repo_59,release,7c140e35d9a3cfedbd01f3f2888a9497a8cdd9ec,user_555,Java,ubuntu-latest,Azure,3279,1979,528,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run mvn -B package -DskipTests
ERROR: (gcloud.run.deploy) User does not have permission to act as service account.
Credential used: GOOGLE_API_KEY=AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345",LOW,48.61,10266,1,False,True,False,does not have permission to act as service account,AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345
pipe_2838,run_14856,2025-10-11T04:12:16.927259,GitLab CI,repo_464,release,85b75efd255195c34954d272aaa853965a749c6b,user_498,C++,windows-latest,On-Prem,1042,1421,323,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run cmake --build build -j4
error: deployment ""search-indexer"" exceeded its progress deadline
Waiting for rollout to finish: 1 of 4 updated replicas are available...",LOW,73.49,21367,2,False,False,False,"deployment ""search-indexer"" exceeded its progress deadline",
pipe_2192,run_14857,2025-11-29T16:50:16.927259,GitHub Actions,repo_93,develop,452e0de5a09f2a2bce94d3bf7332aaffa04872ef,user_468,Rust,windows-latest,Azure,3332,675,1009,test,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run cargo test --all
Waiting for lock on C:\Users\jenkins\AppData\Local\Temp\build/.gradle/caches ... timed out after 230s",MEDIUM,70.49,10471,3,False,False,False,.gradle/caches,
pipe_8988,run_14858,2025-09-02T09:17:16.927259,GitLab CI,repo_337,release,70f1560dd22f068d3af821a0781779ff1c9f61d6,user_314,Python,macos-latest,AWS,2986,1436,1141,build,Security Scan Failure,ERR_SEC_CVE,"##[group]Run pip install -r requirements.txt
pip-audit: found 4 vulnerabilities (1 critical)
CVE-2024-21538 affects pydantic < 4.5.6
Severity: critical. Pipeline blocked by policy.",MEDIUM,33.2,29871,0,False,False,False,CVE-2024-21538,
pipe_1698,run_14859,2025-09-03T18:52:16.927259,Azure DevOps,repo_148,develop,011c766b48f43b6b74d22d24e4de94c40268eaab,user_679,NodeJS,windows-latest,GCP,2063,1405,725,test,Test Failure,ERR_TEST_ERROR,"##[group]Run npm test
  1) billing suite
       test_checkout_total:

      AssertionError: expected 4200 to equal 3990
      166 passing, 1 failing",LOW,90.77,22844,5,False,False,False,expected 4200 to equal 3990,
pipe_9739,run_14860,2026-02-05T18:39:16.927259,GitHub Actions,repo_391,release,d2a98abfc07691bd76867bd723ee9ec9fe3c1ecf,user_422,C++,ubuntu-latest,On-Prem,880,1845,1032,test,Test Failure,ERR_TEST_ERROR,"##[group]Run ctest --output-on-failure
[  FAILED  ] AuthTest.test_api_response (377 ms)
tests/auth_test.cpp:33: Failure
Expected equality of these values:
  4200
  3990",CRITICAL,62.3,4739,1,True,False,True,auth_test.cpp:33,
pipe_7929,run_14861,2026-01-06T10:26:16.927259,GitLab CI,repo_374,feature-x,707f8a90783f040c4f497a2494b4fa72a6dd0277,user_465,C++,ubuntu-latest,GCP,2030,1747,22,test,Security Scan Failure,ERR_SEC_SECRET_FOUND,"##[group]Run ctest --output-on-failure
trivy fs: found 6 vulnerabilities (1 critical)
CVE-2024-37890 affects protobuf < 2.5.4
Severity: critical. Pipeline blocked by policy.",HIGH,64.33,11578,4,False,False,False,CVE-2024-37890,
pipe_8620,run_14862,2025-09-09T14:51:16.927259,GitLab CI,repo_72,develop,1ed44e7a0a3c922e6bc18dffca6758b22c537f46,user_359,Java,macos-latest,AWS,267,29,566,test,Resource Exhaustion,ERR_RES_OOM,"##[group]Run mvn -B test
java.lang.OutOfMemoryError: Java heap space
	at cart.Aggregator.collect(Aggregator.java:17)
Terminating due to java.lang.OutOfMemoryError",HIGH,95.5,31021,1,False,False,True,java.lang.OutOfMemoryError,
pipe_2879,run_14863,2025-11-13T05:22:16.927259,Azure DevOps,repo_325,release,940e0f1ed82dfc0a5250042e8fb3ae2d105b076c,user_58,Java,ubuntu-latest,On-Prem,54,2365,943,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run mvn -B package -DskipTests
ERROR: (gcloud.run.deploy) User does not have permission to act as service account.
Credential used: AWS_SECRET_ACCESS_KEY=AKIA4XQ2LMNOP7RSTUVW",CRITICAL,19.28,18904,3,False,True,False,does not have permission to act as service account,AKIA4XQ2LMNOP7RSTUVW
pipe_3291,run_14864,2026-01-04T15:08:16.927259,GitHub Actions,repo_165,develop,7dcffe34d4c31bb0383acc9ace7aa32564dc2ff6,user_648,C++,windows-latest,On-Prem,3292,612,1114,build,Permission Error,ERR_PERM_DENIED,"##[group]Run cmake --build build -j4
remote: Permission to org/billing.git denied to ci-runner.
fatal: unable to access 'https://github.com/org/billing.git/': The requested URL returned error: 403",HIGH,73.69,683,5,False,False,False,The requested URL returned error: 403,
pipe_7430,run_14865,2025-11-07T23:35:16.927259,GitLab CI,repo_214,feature-x,6a7d5a1e9c28fc7cd17faca43c7f87caebe2eef6,user_711,Rust,ubuntu-latest,On-Prem,630,308,1190,test,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run cargo test --all
error: failed to select a version for the requirement `reqwest = ""^5.4.5""`
candidate versions found which didn't match: 5.4.5-alpha.1",MEDIUM,22.47,7907,4,False,False,False,"reqwest = ""^5.4.5""",
pipe_9756,run_14866,2026-01-04T10:38:16.927259,Azure DevOps,repo_158,main,34846f055361686dd2e1103d3a91a80ded29bd52,user_974,NodeJS,ubuntu-latest,On-Prem,2506,1014,64,build,Security Scan Failure,ERR_SEC_CVE,"##[group]Run npm ci && npm run build
gitleaks: leak found in commit 34846f055361
Rule: generic-api-key   File: config/payments.env
Match: DATABASE_URL=postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing
Pipeline blocked: rotate the credential.",CRITICAL,72.43,1423,3,False,False,False,Rule: generic-api-key,postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing
pipe_8412,run_14867,2025-12-13T12:00:16.927259,Jenkins,repo_253,develop,c058c5d147970dae0caa5df971099dc012c478ff,user_588,Java,ubuntu-latest,GCP,3091,2123,1792,deploy,Timeout,ERR_TIMEOUT_STEP,"##[group]Run mvn -B package -DskipTests
curl: (28) Operation timed out after 60000 milliseconds with 0 bytes received
fatal: unable to access 'https://repo.maven.apache.org/guava': timed out",LOW,36.28,22843,2,False,True,False,Operation timed out,
pipe_7396,run_14868,2025-11-05T15:29:16.927259,CircleCI,repo_460,develop,7dca71d9efb379a05abdbc90dd69d6d19bb646cf,user_277,NodeJS,windows-latest,On-Prem,2882,2324,1769,build,Network Error,ERR_NET_REFUSED,"##[group]Run npm ci && npm run build
requests.exceptions.SSLError: HTTPSConnectionPool(host='db-primary.prod.internal', port=443): certificate verify failed: unable to get local issuer certificate",CRITICAL,23.04,21077,3,False,False,True,host='db-primary.prod.internal',
pipe_5638,run_14869,2025-09-14T23:43:16.927259,GitLab CI,repo_408,feature-x,53e45cd2c11596995d30bb9ceeadf6d59fbbc907,user_750,Rust,macos-latest,GCP,1583,2097,413,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run cargo test --all
---- search::tests::test_user_login stdout ----
thread 'search::tests::test_user_login' panicked at src/search.rs:130:9:
assertion `left == right` failed
  left: 4200
 right: 3990",LOW,13.33,20195,0,False,False,False,src/search.rs:130:9,
pipe_3781,run_14870,2025-09-24T04:29:16.927259,CircleCI,repo_328,feature-x,5777739c4a754f29860a2039e0131c0d020e829b,user_999,NodeJS,macos-latest,AWS,2601,1136,1615,build,Network Error,ERR_NET_REFUSED,"##[group]Run npm ci && npm run build
curl: (6) Could not resolve host: artifactory.internal.corp
fatal: unable to access 'https://artifactory.internal.corp/payments.git': Could not resolve host",MEDIUM,25.0,12851,5,False,False,False,Could not resolve host: artifactory.internal.corp,
pipe_6771,run_14871,2025-09-21T17:14:16.927259,CircleCI,repo_419,main,150c7aa61672704db6086e3890a7268716ddccf6,user_173,Go,windows-latest,AWS,1601,1014,1791,build,Dependency Error,ERR_DEP_CONFLICT,"##[group]Run go build ./...
go: golang.org/x/net@v4.20.6: reading https://proxy.golang.org/golang.org/x/net/@v/v4.20.6.mod: 404 Not Found
go: error loading module requirements",LOW,94.45,28098,2,False,False,False,golang.org/x/net@v4.20.6,
pipe_4289,run_14872,2026-01-26T02:45:16.927259,Jenkins,repo_24,release,386469a206acdf7f04db5e2f3a40021a6e5f6054,user_732,Go,ubuntu-latest,On-Prem,1716,1576,9,deploy,Permission Error,ERR_PERM_READONLY,"##[group]Run go build ./...
EACCES: permission denied, open '/home/gh-actions/.npm/_cacache/index-v5/github.com/lib/pq'
npm ERR! Your cache folder contains root-owned files",MEDIUM,80.25,31150,3,False,True,False,.npm/_cacache,
pipe_5097,run_14873,2025-08-26T18:33:16.927259,Azure DevOps,repo_491,develop,b0c461e073902fd1c9ebd00712e8b62bb92e541a,user_767,Java,macos-latest,GCP,2881,2321,1797,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run mvn -B package -DskipTests
error: deployment ""billing-worker"" exceeded its progress deadline
Waiting for rollout to finish: 1 of 8 updated replicas are available...",HIGH,93.64,29004,2,False,False,True,"deployment ""billing-worker"" exceeded its progress deadline",
pipe_9830,run_14874,2025-10-05T20:20:16.927259,GitHub Actions,repo_228,release,5aabb4726b80023a2afb714fbbee2aef32364ba8,user_409,Python,ubuntu-latest,On-Prem,2165,331,1142,deploy,Network Error,ERR_NET_DNS,"##[group]Run pip install -r requirements.txt
requests.exceptions.SSLError: HTTPSConnectionPool(host='api-gateway.prod.internal', port=443): certificate verify failed: unable to get local issuer certificate",HIGH,72.83,25364,3,False,True,False,host='api-gateway.prod.internal',
pipe_2154,run_14875,2025-10-27T00:46:16.927259,GitLab CI,repo_123,feature-x,87ea04143b23933043eb8053dc9b16741e16d14f,user_510,NodeJS,windows-latest,AWS,3112,1344,680,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run npm ci && npm run build
ERROR: (gcloud.run.deploy) User does not have permission to act as service account.
Credential used: NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef",MEDIUM,21.58,13708,3,False,False,False,does not have permission to act as service account,npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_8194,run_14876,2025-11-21T08:13:16.927259,GitLab CI,repo_288,release,94fd3a692704385185f8949ca8bc4038bb119c27,user_650,C++,ubuntu-latest,GCP,1694,1304,107,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run cmake --build build -j4
Readiness probe failed: HTTP probe failed with statuscode: 503
pod user-service-32494 restarting, back-off pulling image",CRITICAL,85.6,25804,1,False,False,False,Readiness probe failed,
pipe_3212,run_14877,2026-02-07T11:22:16.927259,GitHub Actions,repo_467,feature-x,843cf2b309e5b1d8cb40f5c3627032cf3273afa1,user_431,Python,ubuntu-latest,GCP,1210,1201,1010,test,Test Failure,ERR_TEST_FLAKY,"##[group]Run pytest -q --maxfail=1
FAILED tests/test_auth.py::test_checkout_total - AssertionError: assert 404 == 200
E       assert response.status_code == 200
E        +  where 404 = <Response [404]>.status_code
1 failed, 56 passed in 73s",MEDIUM,74.44,10698,1,True,False,False,tests/test_auth.py::test_checkout_total,
pipe_1980,run_14878,2025-12-19T16:00:16.927259,Jenkins,repo_27,main,f495427a6f325f8bd3c14d99bf65e6bacc7b44e3,user_510,C++,macos-latest,AWS,2560,2197,1760,deploy,Network Error,ERR_NET_DNS,"##[group]Run cmake --build build -j4
curl: (6) Could not resolve host: api-gateway.prod.internal
fatal: unable to access 'https://api-gateway.prod.internal/cart.git': Could not resolve host",MEDIUM,70.01,23363,3,False,True,False,Could not resolve host: api-gateway.prod.internal,
pipe_8258,run_14879,2025-11-08T19:19:16.927259,Jenkins,repo_52,develop,dadabbf1293bf291c8bec20a07832de2a42c9b1d,user_935,Go,ubuntu-latest,Azure,1323,1811,265,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run go build ./...
./payments/main.go:37:6: undefined: ComputeTotal
./payments/main.go:58:2: imported and not used: ""fmt""
exit status 2",LOW,41.94,1849,2,False,False,False,main.go:37:6: undefined: ComputeTotal,
pipe_2485,run_14880,2026-01-27T09:51:16.927259,CircleCI,repo_108,develop,c1af34cdcbf102176d40e60c7dad56c9fd23640e,user_770,Rust,windows-latest,GCP,485,43,417,test,Test Failure,ERR_TEST_ERROR,"##[group]Run cargo test --all
---- billing::tests::test_api_response stdout ----
thread 'billing::tests::test_api_response' panicked at src/billing.rs:99:9:
assertion `left == right` failed
  left: 4200
 right: 3990",CRITICAL,22.8,2027,5,True,False,True,src/billing.rs:99:9,
